taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory
2760194,Etlingera cevuga  R.M.Sm.,2760194,Etlingera cevuga  R.M.Sm.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Zingiberales,627,Zingiberaceae,4687,Etlingera,2759895,Etlingera cevuga,2760194,NE
4990103,"Hyperaspis osculans LeConte, 1880",4990103,"Hyperaspis osculans LeConte, 1880",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Coccinellidae,7782,Hyperaspis,8381087,Hyperaspis osculans,4990103,NE
1842814,"Anatrachyntis incertulella ",11426075,"Pyroderces incertulella ",1,SPECIES,SYNONYM,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Cosmopterigidae,8839,Pyroderces,1842085,Pyroderces incertulella,11426075,NE
2705092,Panicum coloratum L.,2705092,Panicum coloratum L.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Panicum,2705064,Panicum coloratum,2705092,NE
2081658,"Eriococcus araucariae Maskell, 1879",2081658,"Eriococcus araucariae Maskell, 1879",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Eriococcidae,4522,Eriococcus,2081204,Eriococcus araucariae,2081658,NE
1341976,"Apis mellifera Linnaeus, 1758",1341976,"Apis mellifera Linnaeus, 1758",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Apidae,4334,Apis,1334757,Apis mellifera,1341976,NE
3034616,Hydrocotyle bowlesioides Mathias & Constance,3034616,Hydrocotyle bowlesioides Mathias & Constance,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Apiales,1351,Araliaceae,8800,Hydrocotyle,3034601,Hydrocotyle bowlesioides,3034616,NE
2081663,"Acanthococcus araucariae Tereznikova, 1981",7199265,Eriococcus araucariae araucariae,1,SPECIES,SYNONYM,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Eriococcidae,4522,Eriococcus,2081204,Eriococcus araucariae,2081658,NE
5020985,"Xyleborus affinis Eichhoff, 1868",5020985,"Xyleborus affinis Eichhoff, 1868",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Curculionidae,4239,Xyleborus,1232636,Xyleborus affinis,5020985,NE
2891707,Oxalis debilis Kunth,2891707,Oxalis debilis Kunth,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Oxalidales,7224021,Oxalidaceae,6697,Oxalis,2891642,Oxalis debilis,2891707,NE
3103209,Gamochaeta purpurea  Cabrera,3103209,Gamochaeta purpurea  Cabrera,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Gamochaeta,3139636,Gamochaeta purpurea,3103209,NE
5289967,Digitaria nuda Schumach.,5289967,Digitaria nuda Schumach.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Digitaria,2704525,Digitaria nuda,5289967,LC
2253185,"Echiniscus arctomys Ehrenberg, 1853",2253185,"Echiniscus arctomys Ehrenberg, 1853",1,SPECIES,ACCEPTED,Animalia,1,Tardigrada,14,Heterotardigrada,247,Echiniscoidea,425,Echiniscidae,3118,Echiniscus,2253037,Echiniscus arctomys,2253185,NE
2203611,"Armadillidium vulgare ",2203611,"Armadillidium vulgare ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Malacostraca,229,Isopoda,643,Armadillidiidae,4572,Armadillidium,2200393,Armadillidium vulgare,2203611,NE
1873903,"Cadra figulilella ",1873903,"Cadra figulilella ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Pyralidae,5336,Cadra,1873878,Cadra figulilella,1873903,NE
5290299,Elymus repens  Gould,5290299,Elymus repens  Gould,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Elymus,10465436,Elymus repens,5290299,NE
5094525,"Fannia pusio ",5094525,"Fannia pusio ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Fanniidae,9487,Fannia,1525917,Fannia pusio,5094525,NE
2926823,Hyptis suaveolens  Poit.,3889017,Mesosphaerum suaveolens  Kuntze,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Mesosphaerum,7307350,Mesosphaerum suaveolens,3889017,NE
3173338,Buddleja davidii Franch.,3173338,Buddleja davidii Franch.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Scrophulariaceae,2390,Buddleja,3173330,Buddleja davidii,3173338,NE
5152580,"Empicoris pulcher ",5152580,"Empicoris pulcher ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Reduviidae,4324,Empicoris,2008606,Empicoris pulcher,5152580,NE
3169770,Rauvolfia vomitoria Afzel.,3169770,Rauvolfia vomitoria Afzel.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Apocynaceae,6701,Rauvolfia,3169769,Rauvolfia vomitoria,3169770,LC
3088310,Petasites japonicus  Maxim.,3088310,Petasites japonicus  Maxim.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Petasites,10717129,Petasites japonicus,3088310,NE
1323414,"Tetramorium simillimum ",1323414,"Tetramorium simillimum ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Formicidae,4342,Tetramorium,1323128,Tetramorium simillimum,1323414,NE
3189696,Plantago aristata Michx.,3189696,Plantago aristata Michx.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Plantaginaceae,2420,Plantago,3189695,Plantago aristata,3189696,NE
2762184,Pleiostachya pruinosa  K.Schum.,2762184,Pleiostachya pruinosa  K.Schum.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Zingiberales,627,Marantaceae,8784,Pleiostachya,2762180,Pleiostachya pruinosa,2762184,NE
3199808,Pilayella littoralis  Kjellm.,3199757,Pylaiella littoralis  Kjellm.,1,SPECIES,SYNONYM,Chromista,4,Ochrophyta,98,Phaeophyceae,7073593,Ectocarpales,1181,Acinetosporaceae,3752,Pylaiella,3199751,Pylaiella littoralis,3199757,NE
1048505,"Diabrotica balteata J.L.LeConte, 1865",1048505,"Diabrotica balteata J.L.LeConte, 1865",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Chrysomelidae,7780,Diabrotica,1048495,Diabrotica balteata,1048505,NE
1450317,"Telmatogeton japonicus Tokunaga, 1933",1450317,"Telmatogeton japonicus Tokunaga, 1933",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Chironomidae,3343,Telmatogeton,1450288,Telmatogeton japonicus,1450317,NE
5403709,Crepis vesicaria L.,5403709,Crepis vesicaria L.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Crepis,3143303,Crepis vesicaria,5403709,NE
2096173,"Phenacoccus solani Ferris, 1918",2096173,"Phenacoccus solani Ferris, 1918",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Pseudococcidae,4534,Phenacoccus,2096058,Phenacoccus solani,2096173,NE
1310760,"Polistes exclamans Viereck, 1906",1310760,"Polistes exclamans Viereck, 1906",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Eumenidae,4240,Polistes,1310500,Polistes exclamans,1310760,NE
4529735,"Anatrachyntis rileyi ",4529735,"Anatrachyntis rileyi ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Cosmopterigidae,8839,Anatrachyntis,1842803,Anatrachyntis rileyi,4529735,NE
4796323,"Austrosciapus connexus ",4796323,"Austrosciapus connexus ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Dolichopodidae,7305,Austrosciapus,1608085,Austrosciapus connexus,4796323,NE
1665300,"Leptopteromyia mexicanae Martin, 1971",1665300,"Leptopteromyia mexicanae Martin, 1971",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Asilidae,7275,Leptopteromyia,1665298,Leptopteromyia mexicanae,1665300,NE
5073713,"Drosophila melanogaster Meigen, 1830",5073713,"Drosophila melanogaster Meigen, 1830",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Drosophilidae,5547,Drosophila,1522683,Drosophila melanogaster,5073713,NE
2011304,"Spanagonicus albofasciatus ",2011304,"Spanagonicus albofasciatus ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Miridae,4319,Spanagonicus,2011301,Spanagonicus albofasciatus,2011304,NE
1191066,"Hypera punctata ",7553038,"Brachypera zoilus ",1,SPECIES,SYNONYM,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Curculionidae,4239,Brachypera,4738219,Brachypera zoilus,7553038,NE
8263436,"Rhizoecus cacticans ",8263436,"Rhizoecus cacticans ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Pseudococcidae,4534,Rhizoecus,2095543,Rhizoecus cacticans,8263436,NE
2760940,Heliconia latispatha Benth.,2760940,Heliconia latispatha Benth.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Zingiberales,627,Heliconiaceae,4677,Heliconia,2760545,Heliconia latispatha,2760940,NE
5329007,Sagittaria platyphylla  J.G.Sm.,5329007,Sagittaria platyphylla  J.G.Sm.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Alismatales,551,Alismataceae,3720,Sagittaria,2766037,Sagittaria platyphylla,5329007,NE
2086537,"Odonaspis greenii Cockerell, 1902",2086537,"Odonaspis greenii Cockerell, 1902",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Diaspididae,4521,Odonaspis,2086528,Odonaspis greenii,2086537,NE
1450120,"Goeldichironomus holoprasinus ",1450120,"Goeldichironomus holoprasinus ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Chironomidae,3343,Goeldichironomus,1450119,Goeldichironomus holoprasinus,1450120,NE
8450696,"Lampito mauritii Kinberg, 1866",8450696,"Lampito mauritii Kinberg, 1866",1,SPECIES,ACCEPTED,Animalia,1,Annelida,42,Clitellata,255,Crassiclitellata,5958860,Megascolecidae,2254,Lampito,4813477,Lampito mauritii,8450696,NE
2369064,"Xenentodon cancila ",2369064,"Xenentodon cancila ",1,SPECIES,ACCEPTED,Animalia,1,Chordata,44,,,Beloniformes,498,Belonidae,7190,Xenentodon,2369063,Xenentodon cancila,2369064,LC
2048443,"Dikraneura absenta DeLong & Caldwell, 1937",2048443,"Dikraneura absenta DeLong & Caldwell, 1937",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Cicadellidae,9647,Dikraneura,4307110,Dikraneura absenta,2048443,NE
1420611,"Scirtothrips citri ",1420611,"Scirtothrips citri ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Thysanoptera,1228,Thripidae,4387,Scirtothrips,1420602,Scirtothrips citri,1420611,NE
9188840,Epilobium ciliatum Raf.,9188840,Epilobium ciliatum Raf.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Onagraceae,2430,Epilobium,3189067,Epilobium ciliatum,9188840,LC
2331938,"Styela partita ",2331936,"Styela canopus ",1,SPECIES,SYNONYM,Animalia,1,Chordata,44,Ascidiacea,356,Stolidobranchia,9469348,Styelidae,2331886,Styela,2331924,Styela canopus,2331936,NE
2697883,Aechmea cephaloides J.A.Siqueira & Leme,2697883,Aechmea cephaloides J.A.Siqueira & Leme,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Bromeliaceae,3740,Aechmea,2697812,Aechmea cephaloides,2697883,NE
1419910,"Nala lividipes ",1419910,"Nala lividipes ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Dermaptera,1224,Labiduridae,7862,Nala,1419909,Nala lividipes,1419910,NE
6157026,"Trachemys scripta elegans ",6157026,"Trachemys scripta elegans ",1,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Testudines,11418114,,,Emydidae,5465,Trachemys,2442941,Trachemys scripta,2443002,LC
5289752,Phalaris minor Retz.,5289752,Phalaris minor Retz.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Phalaris,2703277,Phalaris minor,5289752,NE
11063726,"Phytomyza plantaginis Robineau-Desvoidy, 1851",11063726,"Phytomyza plantaginis Robineau-Desvoidy, 1851",1,SPECIES,DOUBTFUL,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Agromyzidae,3329,Phytomyza,1551312,Phytomyza plantaginis,11063726,NE
1588792,"Phthitia empirica ",1588792,"Phthitia empirica ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Sphaeroceridae,6924,Phthitia,1588764,Phthitia empirica,1588792,NE
2879411,Quercus suber L.,2879411,Quercus suber L.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fagales,1354,Fagaceae,4689,Quercus,2877951,Quercus suber,2879411,LC
8269482,"Microtechnites chrysolepis ",8269482,"Microtechnites chrysolepis ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Miridae,4319,Microtechnites,8069591,Microtechnites chrysolepis,8269482,NE
1269020,"Biosteres longicauda ",1269020,"Biosteres longicauda ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Braconidae,6910,Biosteres,1268925,Biosteres longicauda,1269020,NE
2330722,"Ecteinascidia imperfecta Tokioka, 1950",2330722,"Ecteinascidia imperfecta Tokioka, 1950",1,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Ascidiacea,356,Phlebobranchia,9515881,Perophoridae,7351,Ecteinascidia,2330718,Ecteinascidia imperfecta,2330722,NE
1039473,"Anotylus nitidifrons ",1039473,"Anotylus nitidifrons ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Staphylinidae,7854,Anotylus,1039459,Anotylus nitidifrons,1039473,NE
4094496,Mansoa hymenaea  A.H.Gentry,4094496,Mansoa hymenaea  A.H.Gentry,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Bignoniaceae,6655,Mansoa,3172602,Mansoa hymenaea,4094496,NE
2266009,"Cordylophora caspia ",2266009,"Cordylophora caspia ",1,SPECIES,ACCEPTED,Animalia,1,Cnidaria,43,Hydrozoa,205,Anthoathecata,838,Cordylophoridae,6180466,Cordylophora,8161028,Cordylophora caspia,2266009,NE
1881122,"Uresiphita polygonalis , 1775",1881122,"Uresiphita polygonalis , 1775",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Crambidae,8841,Uresiphita,1881102,Uresiphita polygonalis,1881122,NE
1262092,"Bracon terryi ",1262092,"Bracon terryi ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Braconidae,6910,Bracon,1262034,Bracon terryi,1262092,NE
2120313,"Proisotoma minuta ",2120313,"Proisotoma minuta ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Collembola,10713444,Entomobryomorpha,11776269,Isotomidae,7214,Proisotoma,2120289,Proisotoma minuta,2120313,NE
1169455,"Diocalandra taitensis E.Csiki, 1936",1169455,"Diocalandra taitensis E.Csiki, 1936",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Dryophthoridae,8494,Diocalandra,1169449,Diocalandra taitensis,1169455,NE
1882253,"Omphisa anastomosalis Guenée, 1854",1882253,"Omphisa anastomosalis Guenée, 1854",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Crambidae,8841,Omphisa,1882249,Omphisa anastomosalis,1882253,NE
2932389,Solanum torvum Sw.,2932389,Solanum torvum Sw.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Solanaceae,7717,Solanum,2928997,Solanum torvum,2932389,NE
8243844,"Homoneura hawaiiensis ",8243844,"Homoneura hawaiiensis ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Lauxaniidae,9493,Homoneura,1571389,Homoneura hawaiiensis,8243844,NE
2766151,Heteranthera reniformis Ruiz & Pav.,2766151,Heteranthera reniformis Ruiz & Pav.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Commelinales,553,Pontederiaceae,3731,Heteranthera,2766108,Heteranthera reniformis,2766151,NE
2287753,"Venerupis philippinarum ",4372686,"Ruditapes philippinarum ",1,SPECIES,SYNONYM,Animalia,1,Mollusca,52,Bivalvia,137,Venerida,9310756,Veneridae,3445,Ruditapes,2287625,Ruditapes philippinarum,4372686,NE
3114667,Carduus pycnocephalus L.,3114667,Carduus pycnocephalus L.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Carduus,3114511,Carduus pycnocephalus,3114667,NE
1374888,"Metaphycus anneckei Guerrieri & Noyes, 2000",1374888,"Metaphycus anneckei Guerrieri & Noyes, 2000",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Encyrtidae,9440,Metaphycus,1374887,Metaphycus anneckei,1374888,NE
1041879,"Gabrius nigritulus ",1041879,"Gabrius nigritulus ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Staphylinidae,7854,Gabrius,1041878,Gabrius nigritulus,1041879,NE
3683689,Noronhia emarginata  Thouars,8227431,Noronhia emarginata  Poir.,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Oleaceae,6652,Noronhia,6432968,Noronhia emarginata,8227431,NE
2008840,"Zelus renardii Kolenati, 1857",2008840,"Zelus renardii Kolenati, 1857",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Reduviidae,4324,Zelus,2008836,Zelus renardii,2008840,NE
4448867,"Tilloidea notata ",4448867,"Tilloidea notata ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Cleridae,3795,Tilloidea,10758716,Tilloidea notata,4448867,NE
2709863,Schoenus apogon Roem. & Schult.,2709863,Schoenus apogon Roem. & Schult.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Schoenus,2693232,Schoenus apogon,2709863,NE
4360289,"Caloria indica ",4360289,"Caloria indica ",1,SPECIES,ACCEPTED,Animalia,1,Mollusca,52,Gastropoda,225,Nudibranchia,980,Facelinidae,7039,Caloria,2292216,Caloria indica,4360289,NE
2321343,"Streblospio benedicti Webster, 1879",2321343,"Streblospio benedicti Webster, 1879",1,SPECIES,ACCEPTED,Animalia,1,Annelida,42,Polychaeta,256,,,Spionidae,3595,Streblospio,2321338,Streblospio benedicti,2321343,NE
7705930,"Sus scrofa Linnaeus, 1758",7705930,"Sus scrofa Linnaeus, 1758",1,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Mammalia,359,Artiodactyla,731,Suidae,5302,Sus,2441213,Sus scrofa,7705930,LC
1321057,"Pyramica emmae ",1321057,"Pyramica emmae ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Formicidae,4342,Pyramica,1321015,Pyramica emmae,1321057,NE
1332053,"Parancistrocerus fulvipes ",1332053,"Parancistrocerus fulvipes ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Eumenidae,4240,Parancistrocerus,1331936,Parancistrocerus fulvipes,1332053,NE
4301309,"Targalla delatrix ",4301309,"Targalla delatrix ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Euteliidae,4534947,Targalla,4301308,Targalla delatrix,4301309,NE
3903022,Plectranthus montanus Benth.,10925826,Coleus cylindraceus  A.J.Paton,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Coleus,2927310,Coleus cylindraceus,10925826,NE
2959427,Calopogonium galactioides  Benth. ex Hemsl.,2959427,Calopogonium galactioides  Benth. ex Hemsl.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Calopogonium,2959416,Calopogonium galactioides,2959427,NE
2020782,"Dufouriellus ater ",2020782,"Dufouriellus ater ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Anthocoridae,7876,Dufouriellus,2020781,Dufouriellus ater,2020782,NE
1862841,"Hyles lineata Fabricius, 1775",1862841,"Hyles lineata Fabricius, 1775",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Sphingidae,8868,Hyles,1862681,Hyles lineata,1862841,NE
3191302,Hiptage benghalensis  Kurz,3191302,Hiptage benghalensis  Kurz,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Malpighiaceae,6676,Hiptage,3000872,Hiptage benghalensis,3191302,LC
1045885,"Lobometopon diremptus ",1045885,"Lobometopon diremptus ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Tenebrionidae,7857,Lobometopon,1045884,Lobometopon diremptus,1045885,NE
5041466,"Sceliphron caementarium ",5041466,"Sceliphron caementarium ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Sphecidae,4352,Sceliphron,7763463,Sceliphron caementarium,5041466,NE
1707345,"Schistocerca nitens ",1707345,"Schistocerca nitens ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Acrididae,9394,Schistocerca,1707218,Schistocerca nitens,1707345,NE
1370708,"Bruchophagus mellipes Gahan, 1919",1370708,"Bruchophagus mellipes Gahan, 1919",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Eurytomidae,5507,Bruchophagus,1369082,Bruchophagus mellipes,1370708,NE
3034128,Centella asiatica  Urb.,3034128,Centella asiatica  Urb.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Apiales,1351,Apiaceae,6720,Centella,3034124,Centella asiatica,3034128,LC
7532642,"Pomacea maculata Perry, 1810",7532642,"Pomacea maculata Perry, 1810",1,SPECIES,ACCEPTED,Animalia,1,Mollusca,52,Gastropoda,225,Architaenioglossa,455,Ampullariidae,6801,Pomacea,2292578,Pomacea maculata,7532642,NE
3118746,Encelia farinosa A.Gray ex Torr.,3118746,Encelia farinosa A.Gray ex Torr.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Encelia,3118743,Encelia farinosa,3118746,NE
2229995,"Lithobius obscurus Meinert, 1872",2229995,"Lithobius obscurus Meinert, 1872",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Chilopoda,360,Lithobiomorpha,807,Lithobiidae,5540,Lithobius,9357423,Lithobius obscurus,2229995,NE
1553384,"Liriomyza trifolii ",1553384,"Liriomyza trifolii ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Agromyzidae,3329,Liriomyza,1553283,Liriomyza trifolii,1553384,NE
3084021,Phytolacca octandra L.,3084023,Phytolacca icosandra L.,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Phytolaccaceae,2516,Phytolacca,3084013,Phytolacca icosandra,3084023,NE
3084394,Hylocereus undatus  Britton & Rose,10334868,Selenicereus undatus  D.R.Hunt,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Cactaceae,2519,Selenicereus,3084461,Selenicereus undatus,10334868,DD
1365290,"Encarsia aseta Hayat & Polaszek, 1992",1365290,"Encarsia aseta Hayat & Polaszek, 1992",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Aphelinidae,5503,Encarsia,1365255,Encarsia aseta,1365290,NE
4542262,"Poecilophysis pratensis ",10218966,"Rhagidia pratensis ",1,SPECIES,SYNONYM,Animalia,1,Arthropoda,54,Arachnida,367,Trombidiformes,543,Rhagidiidae,6064,Foveacheles,4338214,Rhagidia pratensis,10218966,NE
2733469,Livistona chinensis  R.Br. ex Mart.,2733469,Livistona chinensis  R.Br. ex Mart.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Arecales,552,Arecaceae,7681,Livistona,2733389,Livistona chinensis,2733469,NE
4405232,"Gronotoma Förster, 1869",4405232,"Gronotoma Förster, 1869",3,GENUS,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Figitidae,6990,Gronotoma,4405232,,,
1420846,"Echinothrips americanus Morgan, 1913",1420846,"Echinothrips americanus Morgan, 1913",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Thysanoptera,1228,Thripidae,4387,Echinothrips,1420843,Echinothrips americanus,1420846,NE
2074362,"Cerataphis orchidearum ",2074362,"Cerataphis orchidearum ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Aphididae,3042,Cerataphis,2074358,Cerataphis orchidearum,2074362,NE
5149753,"Cyclophora nanaria ",5149753,"Cyclophora nanaria ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Geometridae,6950,Cyclophora,8107362,Cyclophora nanaria,5149753,NE
4115197,Urochloa mollis  Morrone & Zuloaga,4115197,Urochloa mollis  Morrone & Zuloaga,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Urochloa,2705813,Urochloa mollis,4115197,NE
