taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory
5104876,"Caloptilia coruscans ",5104876,"Caloptilia coruscans ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Gracillariidae,5487,Caloptilia,1750339,Caloptilia coruscans,5104876,NE
2181903,"Notoedres cati ",2181903,"Notoedres cati ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Arachnida,367,Sarcoptiformes,542,Sarcoptidae,2837,Notoedres,2181901,Notoedres cati,2181903,NE
8215075,"Lepidosaphes gloverii ",8215075,"Lepidosaphes gloverii ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Diaspididae,4521,Lepidosaphes,2088966,Lepidosaphes gloverii,8215075,NE
2479104,"Aratinga erythrogenys ",2479104,"Aratinga erythrogenys ",1,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Psittaciformes,1445,Psittacidae,9340,Aratinga,2479088,Aratinga erythrogenys,2479104,NT
10843144,"Ceratocystis huliohia I.Barnes, T.C.Harrin. & L.M.Keith",10843144,"Ceratocystis huliohia I.Barnes, T.C.Harrin. & L.M.Keith",1,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Sordariomycetes,320,Microascales,1059,Ceratocystidaceae,4156,Ceratocystis,9512045,Ceratocystis huliohia,10843144,NE
4372059,"Chama lazarus Linnaeus, 1758",4372059,"Chama lazarus Linnaeus, 1758",1,SPECIES,ACCEPTED,Animalia,1,Mollusca,52,Bivalvia,137,Venerida,9310756,Chamidae,6857,Chama,2286283,Chama lazarus,4372059,NE
1594533,"Zeuxidiplosis giardi ",1594533,"Zeuxidiplosis giardi ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Cecidomyiidae,3338,Zeuxidiplosis,1594532,Zeuxidiplosis giardi,1594533,NE
1045839,"Palorus subdepressus ",1045839,"Palorus subdepressus ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Tenebrionidae,7857,Palorus,1045836,Palorus subdepressus,1045839,NE
2211844,"Caecijaera horvathi Menzies, 1951",2211844,"Caecijaera horvathi Menzies, 1951",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Malacostraca,229,Isopoda,643,Janiridae,5368,Caecijaera,2211840,Caecijaera horvathi,2211844,NE
1386934,"Aprostocetus hagenowii ",1386934,"Aprostocetus hagenowii ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Eulophidae,5505,Aprostocetus,1386834,Aprostocetus hagenowii,1386934,NE
1034000,"Enochrus sayi Gundersen, 1977",1034000,"Enochrus sayi Gundersen, 1977",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Hydrophilidae,7830,Enochrus,1033975,Enochrus sayi,1034000,NE
1095705,"Xylopsocus capucinus ",1095705,"Xylopsocus capucinus ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Bostrichidae,7773,Xylopsocus,1095703,Xylopsocus capucinus,1095705,NE
2121007,"Heteromurus tenuicornis Borner, 1906",10801616,"Alloscopus tenuicornis ",1,SPECIES,SYNONYM,Animalia,1,Arthropoda,54,Collembola,10713444,Entomobryomorpha,11776269,Orchesellidae,10874078,Alloscopus,4640509,Alloscopus tenuicornis,10801616,NE
5809749,"Coccinella transversalis Fabricus, 1781",5809749,"Coccinella transversalis Fabricus, 1781",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Coccinellidae,7782,Coccinella,1043502,Coccinella transversalis,5809749,NE
1272394,"Heterospilus prosopidis Viereck, 1910",1272394,"Heterospilus prosopidis Viereck, 1910",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Braconidae,6910,Heterospilus,1272344,Heterospilus prosopidis,1272394,NE
2131848,"Tarsonemus G.Canestrini & Fanzago, 1876",2131848,"Tarsonemus G.Canestrini & Fanzago, 1876",2,GENUS,ACCEPTED,Animalia,1,Arthropoda,54,Arachnida,367,Trombidiformes,543,Tarsonemidae,6059,Tarsonemus,2131848,,,
1043055,"Brumoides suturalis ",1043055,"Brumoides suturalis ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Coccinellidae,7782,Brumoides,1043053,Brumoides suturalis,1043055,NE
1400750,"Amitus spiniferus ",1400750,"Amitus spiniferus ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Platygastridae,4348,Amitus,1400740,Amitus spiniferus,1400750,NE
3042751,Brassica juncea  Czern.,3042751,Brassica juncea  Czern.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Brassica,3042506,Brassica juncea,3042751,NE
4673455,"Cardiocondyla minutior Forel, 1899",4673455,"Cardiocondyla minutior Forel, 1899",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Formicidae,4342,Cardiocondyla,1317100,Cardiocondyla minutior,4673455,NE
4682500,"Nordlandiella Diaz, 1982",4682500,"Nordlandiella Diaz, 1982",1,GENUS,DOUBTFUL,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Figitidae,6990,Nordlandiella,4682500,,,
5179562,"Scolopendra subspinipes Leach, 1815",5179562,"Scolopendra subspinipes Leach, 1815",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Chilopoda,360,Scolopendromorpha,1252,Scolopendridae,4084,Scolopendra,2231802,Scolopendra subspinipes,5179562,NE
2181926,"Knemidokoptes pilae Lavoipierre & Griffiths, 1951",2181926,"Knemidokoptes pilae Lavoipierre & Griffiths, 1951",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Arachnida,367,Sarcoptiformes,542,Epidermoptidae,4547581,Knemidokoptes,2181924,Knemidokoptes pilae,2181926,NE
2985940,Kalanchoe delagoensis Eckl. & Zeyh.,2985940,Kalanchoe delagoensis Eckl. & Zeyh.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Saxifragales,7219248,Crassulaceae,2406,Kalanchoe,2985928,Kalanchoe delagoensis,2985940,NE
2083429,"Aspidiella sacchari ",2083429,"Aspidiella sacchari ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Diaspididae,4521,Aspidiella,2083405,Aspidiella sacchari,2083429,NE
1308889,"Dendrocerus amamensis Takada, 1974",1308889,"Dendrocerus amamensis Takada, 1974",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Megaspilidae,4344,Dendrocerus,1308885,Dendrocerus amamensis,1308889,NE
1420147,"Cartomothrips neboissi Mound & Walker, 1982",1420147,"Cartomothrips neboissi Mound & Walker, 1982",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Thysanoptera,1228,Phlaeothripidae,4386,Cartomothrips,1420146,Cartomothrips neboissi,1420147,NE
6129654,"Epyris sauteri ",6129654,"Epyris sauteri ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Bethylidae,4336,Epyris,4404352,Epyris sauteri,6129654,NE
3184509,Syzygium malaccense  Merr. & L.M.Perry,3184509,Syzygium malaccense  Merr. & L.M.Perry,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Myrtaceae,5014,Syzygium,3029010,Syzygium malaccense,3184509,LC
5959976,"Hemidactylus frenatus Schlegel, 1836",5959976,"Hemidactylus frenatus Schlegel, 1836",1,SPECIES,DOUBTFUL,Animalia,1,Chordata,44,Squamata,11592253,,,Gekkonidae,5666,Hemidactylus,5221394,Hemidactylus frenatus,5959976,LC
1314531,"Monomorium sahlbergi Emery, 1898",1314531,"Monomorium sahlbergi Emery, 1898",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Formicidae,4342,Monomorium,1314419,Monomorium sahlbergi,1314531,NE
2130398,"Stigmaeopsis celarius Banks, 1917",2130398,"Stigmaeopsis celarius Banks, 1917",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Arachnida,367,Trombidiformes,543,Tetranychidae,6057,Stigmaeopsis,2130390,Stigmaeopsis celarius,2130398,NE
2918060,Spermacoce exilis  C.D.Adams ex W.C.Burger & C.M.Taylor,2918060,Spermacoce exilis  C.D.Adams ex W.C.Burger & C.M.Taylor,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Rubiaceae,8798,Spermacoce,2918053,Spermacoce exilis,2918060,NE
2133453,"Scotophaeus blackwalli ",2133453,"Scotophaeus blackwalli ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Arachnida,367,Araneae,1496,Gnaphosidae,7370,Scotophaeus,2133429,Scotophaeus blackwalli,2133453,NE
9806721,"Capitophorus hippophaes ",9806721,"Capitophorus hippophaes ",1,SPECIES,DOUBTFUL,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Aphididae,3042,Vesiculaphis,2070239,Capitophorus hippophaes,9806721,NE
2120024,"Folsomides parvulus Stach, 1922",2120024,"Folsomides parvulus Stach, 1922",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Collembola,10713444,Entomobryomorpha,11776269,Isotomidae,7214,Folsomides,2119963,Folsomides parvulus,2120024,NE
8352161,"Spodoptera exigua ",8352161,"Spodoptera exigua ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Noctuidae,7015,Spodoptera,1765207,Spodoptera exigua,8352161,NE
1091160,"Onthophagus incensus Say, 1835",1091160,"Onthophagus incensus Say, 1835",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Scarabaeidae,5840,Onthophagus,1089294,Onthophagus incensus,1091160,NE
2705300,Avena barbata Pott ex Link,2705300,Avena barbata Pott ex Link,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Avena,2705282,Avena barbata,2705300,NE
2370817,"Hypsophrys nicaraguensis ",2370817,"Hypsophrys nicaraguensis ",1,SPECIES,ACCEPTED,Animalia,1,Chordata,44,,,Perciformes,587,Cichlidae,8522,Hypsophrys,2226042,Hypsophrys nicaraguensis,2370817,LC
3171818,Parentucellia viscosa  Caruel,7733140,Bellardia viscosa  Fisch. & C.A.Mey.,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Orobanchaceae,6651,Bellardia,3171811,Bellardia viscosa,7733140,NE
1044673,"Carcinops pumilio ",1044673,"Carcinops pumilio ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Histeridae,4733,Carcinops,1044661,Carcinops pumilio,1044673,NE
5231677,"Mimus polyglottos ",5231677,"Mimus polyglottos ",1,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Mimidae,9321,Mimus,2494919,Mimus polyglottos,5231677,LC
3190484,Swietenia macrophylla G.King,3190484,Swietenia macrophylla G.King,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Meliaceae,2397,Swietenia,3190483,Swietenia macrophylla,3190484,VU
7686481,"Elaphropus ceylanicus ",7686481,"Elaphropus ceylanicus ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Carabidae,3792,Elaphropus,7985995,Elaphropus ceylanicus,7686481,NE
9490730,"Anoplodactylus digitatus ",9490730,"Anoplodactylus digitatus ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Pycnogonida,354,Pantopoda,9477065,Phoxichilidiidae,6316,Anoplodactylus,2117290,Anoplodactylus digitatus,9490730,NE
2078852,"Nezara viridula ",2078852,"Nezara viridula ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Pentatomidae,9650,Nezara,2078851,Nezara viridula,2078852,NE
2883768,Mimusops elengi L.,2883768,Mimusops elengi L.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ericales,1353,Sapotaceae,8802,Mimusops,2883690,Mimusops elengi,2883768,LC
5375388,Capsella bursa-pastoris  Medik.,5375388,Capsella bursa-pastoris  Medik.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Capsella,3047430,Capsella bursa-pastoris,5375388,NE
7747216,Aira caryophyllea L.,7747216,Aira caryophyllea L.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Aira,2702432,Aira caryophyllea,7747216,NE
1269194,"Aphidius smithi Sharma & Subba Rao, 1959",1269194,"Aphidius smithi Sharma & Subba Rao, 1959",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Braconidae,6910,Aphidius,1269075,Aphidius smithi,1269194,NE
1884437,"Parapoynx fluctuosalis ",1884437,"Parapoynx fluctuosalis ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Crambidae,8841,Parapoynx,1884425,Parapoynx fluctuosalis,1884437,NE
3107987,Senecio sylvaticus L.,3107987,Senecio sylvaticus L.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Senecio,3106738,Senecio sylvaticus,3107987,NE
2705583,Paspalum fimbriatum Kunth,2705583,Paspalum fimbriatum Kunth,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Paspalum,2705540,Paspalum fimbriatum,2705583,LC
5073085,"Procanace williamsi Wirth, 1951",5073085,"Procanace williamsi Wirth, 1951",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Canacidae,7287,Procanace,5073067,Procanace williamsi,5073085,NE
1039034,"Ptiliodes insignis Scott, 1908",1039034,"Ptiliodes insignis Scott, 1908",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Ptiliidae,4754,Ptiliodes,1039031,Ptiliodes insignis,1039034,NE
4291505,"Campylirhynchus pyrrhopus O'Brien & Wibmer, 1982",4291505,"Campylirhynchus pyrrhopus O'Brien & Wibmer, 1982",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Curculionidae,4239,Campylirhynchus,9163875,Campylirhynchus pyrrhopus,4291505,NE
2986302,Pittosporum viridiflorum Sims,2986302,Pittosporum viridiflorum Sims,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Apiales,1351,Pittosporaceae,6666,Pittosporum,7363256,Pittosporum viridiflorum,2986302,LC
1852118,"Phthorimaea operculella ",1852118,"Phthorimaea operculella ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Gelechiidae,3553,Phthorimaea,12047421,Phthorimaea operculella,1852118,NE
1636192,"Dasyhelea bifida Zilahi-Sebess, 1936",1636192,"Dasyhelea bifida Zilahi-Sebess, 1936",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Ceratopogonidae,3340,Dasyhelea,1635616,Dasyhelea bifida,1636192,NE
1378678,"Copidosoma truncatellum ",1378678,"Copidosoma truncatellum ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Encyrtidae,9440,Copidosoma,1374118,Copidosoma truncatellum,1378678,NE
2385129,"Lutjanus kasmira ",2385129,"Lutjanus kasmira ",1,SPECIES,ACCEPTED,Animalia,1,Chordata,44,,,Perciformes,587,Lutjanidae,8542,Lutjanus,2356953,Lutjanus kasmira,2385129,LC
8368897,"Deraeocoris orientalis ",8368897,"Deraeocoris orientalis ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Miridae,4319,Deraeocoris,2009433,Deraeocoris orientalis,8368897,NE
2158180,"Cyclosa oculata ",2158180,"Cyclosa oculata ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Arachnida,367,Araneae,1496,Araneidae,7359,Cyclosa,2158126,Cyclosa oculata,2158180,NE
2131793,"Cheyletus eruditus ",2131793,"Cheyletus eruditus ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Arachnida,367,Trombidiformes,543,Cheyletidae,6074,Cheyletus,2131792,Cheyletus eruditus,2131793,NE
1398846,"Trichogramma japonicum Ashmead, 1904",1398846,"Trichogramma japonicum Ashmead, 1904",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Trichogrammatidae,7711,Trichogramma,1384396,Trichogramma japonicum,1398846,NE
1428475,"Tramea lacerata Hagen, 1861",1428475,"Tramea lacerata Hagen, 1861",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Odonata,789,Libellulidae,5936,Tramea,1428464,Tramea lacerata,1428475,LC
4989921,"Verania crocea ",4989921,"Verania crocea ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Coccinellidae,7782,Verania,1043159,Verania crocea,4989921,NE
1524843,"Musca domestica Linnaeus, 1758",1524843,"Musca domestica Linnaeus, 1758",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Muscidae,5564,Musca,1444063,Musca domestica,1524843,NE
1374612,"Trichomasthus mexicanus ",1374612,"Trichomasthus mexicanus ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Encyrtidae,9440,Trichomasthus,1374566,Trichomasthus mexicanus,1374612,NE
2941939,Crotalaria trichotoma Bojer,2941939,Crotalaria trichotoma Bojer,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Crotalaria,2941719,Crotalaria trichotoma,2941939,NE
1397455,"Urolepis rufipes ",1397455,"Urolepis rufipes ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Pteromalidae,9447,Urolepis,1397454,Urolepis rufipes,1397455,NE
1364679,"Aphytis lepidosaphes Compere, 1955",1364679,"Aphytis lepidosaphes Compere, 1955",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Aphelinidae,5503,Aphytis,1363974,Aphytis lepidosaphes,1364679,NE
4108497,Sorghum arundinaceum  Stapf,4108497,Sorghum arundinaceum  Stapf,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Sorghum,2705180,Sorghum arundinaceum,4108497,LC
3172270,Jasminum fluminense Vell.,3172270,Jasminum fluminense Vell.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Oleaceae,6652,Jasminum,3172260,Jasminum fluminense,3172270,NE
9707906,"Coptotermes vastator Light, 1929",9707906,"Coptotermes vastator Light, 1929",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Blattodea,800,Rhinotermitidae,4354,Coptotermes,2007379,Coptotermes vastator,9707906,NE
1364107,"Aphelinus asychis Walker, 1839",1364107,"Aphelinus asychis Walker, 1839",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Aphelinidae,5503,Aphelinus,1363986,Aphelinus asychis,1364107,NE
2925816,Cynoglossum amabile Stapf & J.R.Drumm.,2925816,Cynoglossum amabile Stapf & J.R.Drumm.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Boraginales,7226464,Boraginaceae,2498,Cynoglossum,2925812,Cynoglossum amabile,2925816,NE
8035698,Anthemis cotula L.,8035698,Anthemis cotula L.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Anthemis,3122476,Anthemis cotula,8035698,NE
2927094,Ocimum gratissimum L.,2927094,Ocimum gratissimum L.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Ocimum,2874693,Ocimum gratissimum,2927094,NE
2076852,"Hyperomyzus carduellinus ",2076852,"Hyperomyzus carduellinus ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Aphididae,3042,Hyperomyzus,2076819,Hyperomyzus carduellinus,2076852,NE
1032455,"Pthirus pubis ",1032455,"Pthirus pubis ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Psocodea,7612838,Pthiridae,4370,Pthirus,1032454,Pthirus pubis,1032455,NE
4990218,"Diomus debilis ",4990218,"Diomus debilis ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Coccinellidae,7782,Diomus,1043590,Diomus debilis,4990218,NE
3133938,Coreopsis lanceolata L.,3133938,Coreopsis lanceolata L.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Coreopsis,3133864,Coreopsis lanceolata,3133938,NE
1310772,"Polistes jokahamae Radoszkowski, 1887",1310772,"Polistes jokahamae Radoszkowski, 1887",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Eumenidae,4240,Polistes,1310500,Polistes jokahamae,1310772,NE
1043198,"Telsimia nitida Chapin, 1926",1043198,"Telsimia nitida Chapin, 1926",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Coccinellidae,7782,Telsimia,1043197,Telsimia nitida,1043198,NE
1045445,"Ananca bicolor ",1045445,"Ananca bicolor ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Oedemeridae,4749,Ananca,1045441,Ananca bicolor,1045445,NE
1383915,"Thripobius javae ",1383915,"Thripobius javae ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Eulophidae,5505,Thripobius,1383914,Thripobius javae,1383915,NE
1485567,"Tricharaea occidua ",1485567,"Tricharaea occidua ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Sarcophagidae,9508,Tricharaea,1485563,Tricharaea occidua,1485567,NE
1043481,"Coelophora atrolineata Fairmaire, 1881",1043481,"Coelophora atrolineata Fairmaire, 1881",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Coccinellidae,7782,Coelophora,1043476,Coelophora atrolineata,1043481,NE
9689973,"Conibius brunnipes Champion, 1885",9689973,"Conibius brunnipes Champion, 1885",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Tenebrionidae,7857,Conibius,4722182,Conibius brunnipes,9689973,NE
1378159,"Aeptencyrtus bruchi ",1378159,"Aeptencyrtus bruchi ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Encyrtidae,9440,Aeptencyrtus,1378158,Aeptencyrtus bruchi,1378159,NE
2210125,"Littorophiloscia culebrae ",2210125,"Littorophiloscia culebrae ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Malacostraca,229,Isopoda,643,Halophilosciidae,5360,Littorophiloscia,2207621,Littorophiloscia culebrae,2210125,NE
1740072,"Acleris zimmermani ",1740072,"Acleris zimmermani ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Tortricidae,5343,Acleris,1739724,Acleris zimmermani,1740072,NE
4845776,"Lonchura oryzivora ",4845776,"Lonchura oryzivora ",1,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Estrildidae,5709,Lonchura,2493593,Lonchura oryzivora,4845776,EN
1639745,"Psychoda pseudalternata Williams, 1946",1639745,"Psychoda pseudalternata Williams, 1946",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Psychodidae,9164,Psychoda,1639725,Psychoda pseudalternata,1639745,NE
1365760,"Marietta graminicola Timberlake, 1925",1365760,"Marietta graminicola Timberlake, 1925",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Aphelinidae,5503,Marietta,1365732,Marietta graminicola,1365760,NE
10539984,Acrolepiopsis sapporensis,10539984,Acrolepiopsis sapporensis,1,SPECIES,DOUBTFUL,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Glyphipterigidae,3554,Acrolepia,1829472,Acrolepiopsis sapporensis,10539984,NE
6916106,"Ornithocheyletia leiotrix Fain, 1972",6916106,"Ornithocheyletia leiotrix Fain, 1972",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Arachnida,367,Trombidiformes,543,Cheyletidae,6074,Ornithocheyletia,4651258,Ornithocheyletia leiotrix,6916106,NE
2071511,"Reticulaphis distylii ",2071511,"Reticulaphis distylii ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Aphididae,3042,Reticulaphis,2071504,Reticulaphis distylii,2071511,NE
2095352,"Pseudococcus maritimus ",2095352,"Pseudococcus maritimus ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Pseudococcidae,4534,Pseudococcus,2081087,Pseudococcus maritimus,2095352,NE
4290170,"Asterolecanium pustulans ",4290170,"Asterolecanium pustulans ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Asterolecaniidae,3265514,Asterolecanium,2089594,Asterolecanium pustulans,4290170,NE
4990072,"Hyperaspis inflexa Casey, 1899",4990072,"Hyperaspis inflexa Casey, 1899",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Coccinellidae,7782,Hyperaspis,8381087,Hyperaspis inflexa,4990072,NE
1587044,"Tethina pallipes ",1587044,"Tethina pallipes ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Canacidae,7287,Tethina,1587005,Tethina pallipes,1587044,NE
2010060,"Coridromius variegatus ",2010060,"Coridromius variegatus ",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Miridae,4319,Coridromius,2010059,Coridromius variegatus,2010060,NE
1376494,"Dicarnosis ripariensis Kerrich, 1978",1376494,"Dicarnosis ripariensis Kerrich, 1978",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Encyrtidae,9440,Dicarnosis,1376485,Dicarnosis ripariensis,1376494,NE
